시군구명,읍면동명,지하철역명,District,Longitude,Latitude
종로구,경운동,안국,종로1.2.3.4가동,126.99028726084354,37.574435539666744
종로구,적선동,경복궁(정부서울청사),사직동,126.96884605608865,37.57618696588561
종로구,묘동,종로3가,종로1.2.3.4가동,126.99028726084354,37.574435539666744
종로구,숭인동,동묘앞,숭인1동,127.01564523867643,37.577829849675894
종로구,숭인동,창신,숭인1동,127.01564523867643,37.577829849675894
종로구,창신동,창신,창신3동,127.01503392981843,37.57788038478704
종로구,동숭동,혜화,이화동,127.00433805247364,37.57699468402387
종로구,명륜4가,혜화,혜화동,127.0006204504988,37.586855235994356
종로구,종로6가,동대문,종로5.6가동,127.00507129056305,37.572031975843586
종로구,공평동,종각,종로1.2.3.4가동,126.99028726084354,37.574435539666744
종로구,묘동,,종로1.2.3.4가동,126.99028726084354,37.574435539666744
종로구,묘동,,종로1.2.3.4가동,126.99028726084354,37.574435539666744
종로구,돈의동,,종로1.2.3.4가동,126.99028726084354,37.574435539666744
종로구,돈의동,,종로1.2.3.4가동,126.99028726084354,37.574435539666744
종로구,묘동,,종로1.2.3.4가동,126.99028726084354,37.574435539666744
종로구,종로3가,,종로1.2.3.4가동,126.99028726084354,37.574435539666744
종로구,종로3가,,종로1.2.3.4가동,126.99028726084354,37.574435539666744
종로구,창신동,,창신1동,127.0163772681666,37.570737119685845
종로구,숭인동,,숭인1동,127.01564523867643,37.577829849675894
종로구,숭인동,,숭인2동,127.01996896627993,37.57487753969854
종로구,숭인동,동묘앞,숭인2동,127.01996896627993,37.57487753969854
종로구,종로2가,종각,종로1.2.3.4가동,126.99028726084354,37.574435539666744
종로구,숭인동,,숭인1동,127.01564523867643,37.577829849675894
종로구,창신동,,창신1동,127.0163772681666,37.570737119685845
종로구,창신동,,창신2동,127.01087193533141,37.574482290328575
종로구,종로2가,,종로1.2.3.4가동,126.99028726084354,37.574435539666744
종로구,낙원동,,종로1.2.3.4가동,126.99028726084354,37.574435539666744
종로구,종로3가,종로3가,종로1.2.3.4가동,126.99028726084354,37.574435539666744
종로구,숭인동,신설동,숭인2동,127.01996896627993,37.57487753969854
종로구,종로4가,,종로1.2.3.4가동,126.99028726084354,37.574435539666744
종로구,창신동,동대문,창신1동,127.0163772681666,37.570737119685845
종로구,숭인동,,숭인2동,127.01996896627993,37.57487753969854
종로구,종로5가,,종로5.6가동,127.00507129056305,37.572031975843586
종로구,종로2가,,종로1.2.3.4가동,126.99028726084354,37.574435539666744
종로구,묘동,종로3가,종로1.2.3.4가동,126.99028726084354,37.574435539666744
중구,봉래동2가,서울역,회현동,126.97935667015034,37.55729358571407
중구,충정로1가,서대문,소공동,126.97978948415194,37.56389256147569
중구,흥인동,창신,신당동,127.01450559046833,37.56211663517015
중구,봉래동2가,서울역,회현동,126.97935667015034,37.55729358571407
중구,봉래동2가,서울역,회현동,126.97935667015034,37.55729358571407
중구,을지로4가,을지로4가,을지로동,126.99135225472774,37.566701478579624
중구,신당동,청구,청구동,127.0147173750815,37.55703138185664
중구,중림동,충정로(경기대입구),중림동,126.9661775921768,37.559168224091685
중구,충정로1가,서대문,소공동,126.97978948415194,37.56389256147569
중구,필동1가,충무로,필동,126.99559954243827,37.56016408324306
중구,남대문로2가,을지로입구,명동,126.98581171546633,37.56004798513031
중구,봉래동2가,서울역,회현동,126.97935667015034,37.55729358571407
중구,장충동2가,동대입구,장충동,127.00785943700775,37.56191183742461
중구,정동,시청,소공동,126.97978948415194,37.56389256147569
중구,신당동,버티고개,약수동,127.00900370980592,37.55243326328505
중구,회현동1가,회현(남대문시장),회현동,126.97935667015034,37.55729358571407
중구,서소문동,시청,소공동,126.97978948415194,37.56389256147569
중구,을지로3가,을지로3가,을지로동,126.99135225472774,37.566701478579624
중구,을지로4가,을지로4가,을지로동,126.99135225472774,37.566701478579624
중구,남대문로5가,,회현동,126.97935667015034,37.55729358571407
중구,황학동,창신,황학동,127.02141131718516,37.56748552210743
중구,신당동,약수,약수동,127.00900370980592,37.55243326328505
중구,태평로1가,시청,명동,126.98581171546633,37.56004798513031
중구,을지로7가,동대문역사문화공원,광희동,127.00505266779864,37.56446721686456
